"School Year","School ID","School Name","Sub Group Category","Sub Group","Number of Students","Average Attendance Rate","Chronic Absence Rate"
"2023-2024",304,"CAPA 6-12","Grade","Grade 09","139","0.927486942791206","0.165467625899281"
"2023-2024",304,"CAPA 6-12","Grade","Grade 10","140","0.93289590210128","0.142857142857143"
"2023-2024",304,"CAPA 6-12","Grade","Grade 11","115","0.931542376198865","0.165217391304348"
"2023-2024",304,"CAPA 6-12","Grade","Grade 12","123","0.901481926042196","0.308943089430894"
"2023-2024",304,"CAPA 6-12","Has 504 Plan","No","741","0.935043111969464","0.139001349527665"
"2023-2024",304,"CAPA 6-12","Has 504 Plan","Yes","95","0.93084265386192","0.2"
"2023-2024",304,"CAPA 6-12","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",304,"CAPA 6-12","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",304,"CAPA 6-12","IEP Status","Gifted","270","0.944903638478153","0.1"
"2023-2024",304,"CAPA 6-12","IEP Status","IEP","74","0.904671042588918","0.256756756756757"
"2023-2024",304,"CAPA 6-12","IEP Status","Not IEP or Gifted","492","0.933341729542826","0.154471544715447"
"2023-2024",304,"CAPA 6-12","Race","African American","220","0.924242424242424","0.186363636363636"
"2023-2024",304,"CAPA 6-12","Race","American Indian","n<11","n<11","n<11"
"2023-2024",304,"CAPA 6-12","Race","Asian (not Pacific Islander)","17","0.952941176470588","0.0588235294117647"
"2023-2024",304,"CAPA 6-12","Race","Hispanic","17","0.949705168227541","0.117647058823529"
"2023-2024",304,"CAPA 6-12","Race","Multi-Racial","74","0.914775358962483","0.243243243243243"
"2023-2024",304,"CAPA 6-12","Race","Native Hawaiian or other Pacific Islander","n<11","n<11","n<11"
"2023-2024",304,"CAPA 6-12","Race","White","504","0.940763365586124","0.117063492063492"
"2023-2024",304,"CAPA 6-12",,"Total","836","0.934560382247047","0.145933014354067"
"2023-2024",112,"Carmalt PreK-8","Economically Disadvantaged","Econ. Disadv.","382","0.921576229393794","0.261780104712042"
"2023-2024",112,"Carmalt PreK-8","Economically Disadvantaged","Not Econ. Disadv.","155","0.947067962568197","0.0903225806451613"
"2023-2024",112,"Carmalt PreK-8","ELL Status","ELL","11","0.961766289714593","0"
"2023-2024",112,"Carmalt PreK-8","ELL Status","Not in ELL","526","0.928562727705613","0.216730038022814"
"2023-2024",112,"Carmalt PreK-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",112,"Carmalt PreK-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",112,"Carmalt PreK-8","Gender","Female","251","0.932517328511487","0.187250996015936"
"2023-2024",112,"Carmalt PreK-8","Gender","Male","286","0.926340697223752","0.234265734265734"
"2023-2024",112,"Carmalt PreK-8","Grade","Grade 01","64","0.946113800347064","0.125"
"2023-2024",112,"Carmalt PreK-8","Grade","Grade 02","66","0.932824427480916","0.212121212121212"
"2023-2024",112,"Carmalt PreK-8","Grade","Grade 03","65","0.938119474953121","0.153846153846154"
"2023-2024",112,"Carmalt PreK-8","Grade","Grade 04","65","0.925603775330804","0.184615384615385"
"2023-2024",112,"Carmalt PreK-8","Grade","Grade 05","64","0.929402218014606","0.25"
"2023-2024",112,"Carmalt PreK-8","Grade","Grade 06","53","0.921021441654994","0.245283018867925"
"2023-2024",112,"Carmalt PreK-8","Grade","Grade 07","49","0.923187022900763","0.244897959183673"
"2023-2024",112,"Carmalt PreK-8","Grade","Grade 08","51","0.916609076249712","0.215686274509804"
"2023-2024",112,"Carmalt PreK-8","Grade","Grade K","60","0.924473288186606","0.3"
"2023-2024",112,"Carmalt PreK-8","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",112,"Carmalt PreK-8","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",112,"Carmalt PreK-8","Homelessness Status","Experiencing Homelessness","11","0.91266846361186","0.363636363636364"
"2023-2024",112,"Carmalt PreK-8","Homelessness Status","Not Experiencing Homelessness","526","0.929572005979735","0.209125475285171"
"2023-2024",112,"Carmalt PreK-8","IEP Status","Gifted","42","0.9290876858039","0.19047619047619"
"2023-2024",112,"Carmalt PreK-8","IEP Status","IEP","149","0.919739254430638","0.308724832214765"
"2023-2024",112,"Carmalt PreK-8","IEP Status","Not IEP or Gifted","346","0.933114362496268","0.173410404624277"
"2023-2024",112,"Carmalt PreK-8","Race","African American","214","0.920591970843227","0.257009345794392"
"2023-2024",112,"Carmalt PreK-8","Race","Asian (not Pacific Islander)","41","0.962051709758132","0.024390243902439"
"2023-2024",112,"Carmalt PreK-8","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",112,"Carmalt PreK-8","Race","Multi-Racial","73","0.923897873737788","0.232876712328767"
"2023-2024",112,"Carmalt PreK-8","Race","Native Hawaiian or other Pacific Islander","n<11","n<11","n<11"
"2023-2024",112,"Carmalt PreK-8","Race","White","198","0.930991723620844","0.207070707070707"
"2023-2024",112,"Carmalt PreK-8",,"Total","537","0.929231770833333","0.212290502793296"
"2023-2024",305,"Carrick High School","Economically Disadvantaged","Econ. Disadv.","531","0.827738318738594","0.651600753295669"
"2023-2024",305,"Carrick High School","Economically Disadvantaged","Not Econ. Disadv.","114","0.90560388656649","0.289473684210526"
"2023-2024",305,"Carrick High School","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",305,"Carrick High School","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",305,"Carrick High School","Foster Care Status","In Foster Care","13","0.697791164658635","0.769230769230769"
"2023-2024",305,"Carrick High School","Foster Care Status","Not In Foster Care","632","0.843973082099596","0.583860759493671"
"2023-2024",305,"Carrick High School","Gender","Female","302","0.837265731518499","0.639072847682119"
"2023-2024",305,"Carrick High School","Gender","Male","343","0.846831890588561","0.542274052478134"
"2023-2024",305,"Carrick High School","Grade","Grade 09","231","0.798681939431979","0.645021645021645"
"2023-2024",305,"Carrick High School","Grade","Grade 10","172","0.857823793709709","0.604651162790698"
"2023-2024",305,"Carrick High School","Grade","Grade 11","123","0.865214699758005","0.536585365853659"
"2023-2024",305,"Carrick High School","Grade","Grade 12","119","0.874316060508529","0.504201680672269"
"2023-2024",305,"Carrick High School","Has 504 Plan","No","627","0.840679982813137","0.59170653907496"
"2023-2024",305,"Carrick High School","Has 504 Plan","Yes","18","0.893363402061856","0.444444444444444"
"2023-2024",305,"Carrick High School","Homelessness Status","Experiencing Homelessness","23","0.757194244604317","0.869565217391304"
"2023-2024",305,"Carrick High School","Homelessness Status","Not Experiencing Homelessness","622","0.844490272458455","0.577170418006431"
"2023-2024",305,"Carrick High School","IEP Status","Gifted","21","0.903799019607843","0.333333333333333"
"2023-2024",305,"Carrick High School","IEP Status","IEP","177","0.817693612210288","0.655367231638418"
"2023-2024",305,"Carrick High School","IEP Status","Not IEP or Gifted","447","0.848680913108853","0.572706935123042"
"2023-2024",305,"Carrick High School","Race","African American","301","0.830784201202625","0.644518272425249"
"2023-2024",305,"Carrick High School","Race","Asian (not Pacific Islander)","12","0.929476584022039","0.25"
"2023-2024",305,"Carrick High School","Race","Hispanic","27","0.891457775614505","0.407407407407407"
"2023-2024",305,"Carrick High School","Race","Multi-Racial","68","0.81043551441195","0.661764705882353"
"2023-2024",305,"Carrick High School","Race","White","237","0.853135915749961","0.531645569620253"
"2023-2024",305,"Carrick High School",,"Total","645","0.842422047277647","0.587596899224806"
"2023-2024",215,"Classical 6-8","Economically Disadvantaged","Econ. Disadv.","225","0.922876995703602","0.248888888888889"
"2023-2024",215,"Classical 6-8","Economically Disadvantaged","Not Econ. Disadv.","39","0.931695255756452","0.230769230769231"
"2023-2024",215,"Classical 6-8","ELL Status","ELL","33","0.954973821989529","0.121212121212121"
"2023-2024",215,"Classical 6-8","ELL Status","Not in ELL","231","0.919577600332926","0.264069264069264"
"2023-2024",215,"Classical 6-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",215,"Classical 6-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",215,"Classical 6-8","Gender","Female","143","0.921896330616804","0.265734265734266"
"2023-2024",215,"Classical 6-8","Gender","Male","121","0.926914617076585","0.223140495867769"
"2023-2024",215,"Classical 6-8","Grade","Grade 06","103","0.912773524624751","0.262135922330097"
"2023-2024",215,"Classical 6-8","Grade","Grade 07","86","0.923193081199808","0.290697674418605"
"2023-2024",215,"Classical 6-8","Grade","Grade 08","75","0.939780321069207","0.173333333333333"
"2023-2024",215,"Classical 6-8","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",215,"Classical 6-8","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",215,"Classical 6-8","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",215,"Classical 6-8","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",215,"Classical 6-8","IEP Status","Gifted","17","0.932472324723247","0.176470588235294"
"2023-2024",215,"Classical 6-8","IEP Status","IEP","75","0.928211482858323","0.266666666666667"
"2023-2024",215,"Classical 6-8","IEP Status","Not IEP or Gifted","172","0.9217355765956","0.244186046511628"
"2023-2024",215,"Classical 6-8","Race","African American","139","0.926949327817994","0.23021582733813"
"2023-2024",215,"Classical 6-8","Race","Asian (not Pacific Islander)","12","0.9399243140965","0.0833333333333333"
"2023-2024",215,"Classical 6-8","Race","Hispanic","14","0.954838709677419","0.0714285714285714"
"2023-2024",215,"Classical 6-8","Race","Multi-Racial","26","0.899663946231397","0.307692307692308"
"2023-2024",215,"Classical 6-8","Race","White","73","0.919022806867686","0.315068493150685"
"2023-2024",215,"Classical 6-8",,"Total","264","0.924168685062363","0.246212121212121"
"2023-2024",335,"Clayton Academy","Economically Disadvantaged","Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","Economically Disadvantaged","Not Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","Gender","Female","68","0.701681759379043","0.779411764705882"
"2023-2024",335,"Clayton Academy","Gender","Male","73","0.694560669456067","0.753424657534247"
"2023-2024",335,"Clayton Academy","Grade","Grade 06","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","Grade","Grade 07","19","0.627167630057804","0.789473684210526"
"2023-2024",335,"Clayton Academy","Grade","Grade 08","15","0.612266112266112","0.933333333333333"
"2023-2024",335,"Clayton Academy","Grade","Grade 09","43","0.783826429980276","0.604651162790698"
"2023-2024",335,"Clayton Academy","Grade","Grade 10","30","0.655667144906743","0.866666666666667"
"2023-2024",335,"Clayton Academy","Grade","Grade 11","20","0.630541871921182","0.85"
"2023-2024",335,"Clayton Academy","Grade","Grade 12","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","Homelessness Status","Experiencing Homelessness","13","0.686842105263158","0.615384615384615"
"2023-2024",335,"Clayton Academy","Homelessness Status","Not Experiencing Homelessness","128","0.699551569506726","0.78125"
"2023-2024",335,"Clayton Academy","IEP Status","IEP","28","0.663273960983885","0.892857142857143"
"2023-2024",335,"Clayton Academy","IEP Status","Not IEP or Gifted","113","0.704831765268697","0.734513274336283"
"2023-2024",335,"Clayton Academy","Race","African American","111","0.70375380453162","0.765765765765766"
"2023-2024",335,"Clayton Academy","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",335,"Clayton Academy","Race","Multi-Racial","14","0.671698113207547","0.857142857142857"
"2023-2024",335,"Clayton Academy","Race","White","11","0.630662020905923","0.818181818181818"
"2023-2024",335,"Clayton Academy",,"Total","141","0.698255033557047","0.765957446808511"
"2023-2024",116,"Colfax K-8","Economically Disadvantaged","Econ. Disadv.","252","0.912236266755872","0.297619047619048"
"2023-2024",116,"Colfax K-8","Economically Disadvantaged","Not Econ. Disadv.","543","0.9552179041806","0.0755064456721915"
"2023-2024",116,"Colfax K-8","ELL Status","ELL","104","0.946295250643077","0.105769230769231"
"2023-2024",116,"Colfax K-8","ELL Status","Not in ELL","691","0.941216244770317","0.151953690303907"
"2023-2024",116,"Colfax K-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",116,"Colfax K-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",116,"Colfax K-8","Gender","Female","359","0.948765742256512","0.13091922005571"
"2023-2024",116,"Colfax K-8","Gender","Male","436","0.935912455035351","0.158256880733945"
"2023-2024",116,"Colfax K-8","Grade","Grade 01","93","0.936925352022118","0.182795698924731"
"2023-2024",116,"Colfax K-8","Grade","Grade 02","87","0.938558875219684","0.183908045977011"
"2023-2024",116,"Colfax K-8","Grade","Grade 03","90","0.941110376734964","0.111111111111111"
"2023-2024",116,"Colfax K-8","Grade","Grade 04","106","0.948564056540274","0.132075471698113"
"2023-2024",116,"Colfax K-8","Grade","Grade 05","90","0.954992509607243","0.1"
"2023-2024",116,"Colfax K-8","Grade","Grade 06","80","0.947187388032963","0.1"
"2023-2024",116,"Colfax K-8","Grade","Grade 07","78","0.932282762209173","0.205128205128205"
"2023-2024",116,"Colfax K-8","Grade","Grade 08","92","0.938780641106223","0.141304347826087"
"2023-2024",116,"Colfax K-8","Grade","Grade K","79","0.935004281155133","0.164556962025316"
"2023-2024",116,"Colfax K-8","Has 504 Plan","No","766","0.94244854979327","0.143603133159269"
"2023-2024",116,"Colfax K-8","Has 504 Plan","Yes","29","0.925882352941176","0.206896551724138"
"2023-2024",116,"Colfax K-8","Homelessness Status","Experiencing Homelessness","17","0.807823960880196","0.764705882352941"
"2023-2024",116,"Colfax K-8","Homelessness Status","Not Experiencing Homelessness","778","0.943891868178415","0.132390745501285"
"2023-2024",116,"Colfax K-8","IEP Status","Gifted","207","0.962037737965066","0.0483091787439614"
"2023-2024",116,"Colfax K-8","IEP Status","IEP","133","0.92435624647184","0.225563909774436"
"2023-2024",116,"Colfax K-8","IEP Status","Not IEP or Gifted","455","0.93759760713624","0.167032967032967"
"2023-2024",116,"Colfax K-8","Race","African American","145","0.897530549898167","0.351724137931034"
"2023-2024",116,"Colfax K-8","Race","Asian (not Pacific Islander)","117","0.958659750158797","0.0854700854700855"
"2023-2024",116,"Colfax K-8","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",116,"Colfax K-8","Race","Multi-Racial","71","0.933745364647713","0.169014084507042"
"2023-2024",116,"Colfax K-8","Race","Native Hawaiian or other Pacific Islander","n<11","n<11","n<11"
"2023-2024",116,"Colfax K-8","Race","White","422","0.954549193813754","0.0853080568720379"
"2023-2024",116,"Colfax K-8",,"Total","795","0.941819238160502","0.145911949685535"
"2023-2024",118,"Concord K-5","Economically Disadvantaged","Econ. Disadv.","403","0.933360966744253","0.208436724565757"
"2023-2024",118,"Concord K-5","Economically Disadvantaged","Not Econ. Disadv.","93","0.950157097972008","0.10752688172043"
"2023-2024",118,"Concord K-5","ELL Status","ELL","128","0.953900513443383","0.0625"
"2023-2024",118,"Concord K-5","ELL Status","Not in ELL","368","0.931026835218452","0.233695652173913"
"2023-2024",118,"Concord K-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",118,"Concord K-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",118,"Concord K-5","Gender","Female","250","0.938370554820636","0.192"
"2023-2024",118,"Concord K-5","Gender","Male","246","0.934463158446185","0.186991869918699"
"2023-2024",118,"Concord K-5","Grade","Grade 01","95","0.936804028654515","0.210526315789474"
"2023-2024",118,"Concord K-5","Grade","Grade 02","94","0.936007328404109","0.159574468085106"
"2023-2024",118,"Concord K-5","Grade","Grade 03","73","0.928921350316202","0.26027397260274"
"2023-2024",118,"Concord K-5","Grade","Grade 04","63","0.930346732126419","0.206349206349206"
"2023-2024",118,"Concord K-5","Grade","Grade 05","71","0.954860477840598","0.0845070422535211"
"2023-2024",118,"Concord K-5","Grade","Grade K","100","0.932696059305501","0.21"
"2023-2024",118,"Concord K-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",118,"Concord K-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",118,"Concord K-5","Homelessness Status","Experiencing Homelessness","19","0.8701166920345","0.473684210526316"
"2023-2024",118,"Concord K-5","Homelessness Status","Not Experiencing Homelessness","477","0.938174667932958","0.178197064989518"
"2023-2024",118,"Concord K-5","IEP Status","Gifted","14","0.959252971137521","0.0714285714285714"
"2023-2024",118,"Concord K-5","IEP Status","IEP","125","0.925974088522853","0.272"
"2023-2024",118,"Concord K-5","IEP Status","Not IEP or Gifted","357","0.939471377142751","0.165266106442577"
"2023-2024",118,"Concord K-5","Race","African American","158","0.925082781456954","0.30379746835443"
"2023-2024",118,"Concord K-5","Race","Asian (not Pacific Islander)","60","0.956562795089707","0.05"
"2023-2024",118,"Concord K-5","Race","Hispanic","79","0.940302743614002","0.139240506329114"
"2023-2024",118,"Concord K-5","Race","Multi-Racial","55","0.933106700296085","0.2"
"2023-2024",118,"Concord K-5","Race","White","144","0.940226965463559","0.145833333333333"
"2023-2024",118,"Concord K-5",,"Total","496","0.936426430340154","0.189516129032258"
"2023-2024",419,"Conroy","Economically Disadvantaged","Econ. Disadv.","172","0.87047817047817","0.383720930232558"
"2023-2024",419,"Conroy","Economically Disadvantaged","Not Econ. Disadv.","27","0.945829750644884","0.111111111111111"
"2023-2024",419,"Conroy","ELL Status","Not in ELL","199","0.880938171401289","0.346733668341709"
"2023-2024",419,"Conroy","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",419,"Conroy","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",419,"Conroy","Gender","Female","53","0.879525725174677","0.377358490566038"
"2023-2024",419,"Conroy","Gender","Male","146","0.881492562120834","0.335616438356164"
"2023-2024",419,"Conroy","Grade","Grade 01","n<11","n<11","n<11"
"2023-2024",419,"Conroy","Grade","Grade 02","n<11","n<11","n<11"
"2023-2024",419,"Conroy","Grade","Grade 03","n<11","n<11","n<11"
"2023-2024",419,"Conroy","Grade","Grade 04","n<11","n<11","n<11"
"2023-2024",419,"Conroy","Grade","Grade 05","11","0.943434343434343","0.0909090909090909"
"2023-2024",419,"Conroy","Grade","Grade 06","n<11","n<11","n<11"
"2023-2024",419,"Conroy","Grade","Grade 07","15","0.896850393700787","0.133333333333333"
"2023-2024",419,"Conroy","Grade","Grade 08","21","0.920589084608721","0.19047619047619"
"2023-2024",419,"Conroy","Grade","Grade 09","15","0.864444444444444","0.333333333333333"
"2023-2024",419,"Conroy","Grade","Grade 10","14","0.855935783692438","0.357142857142857"
"2023-2024",419,"Conroy","Grade","Grade 11","20","0.852255525280048","0.4"
"2023-2024",419,"Conroy","Grade","Grade 12","57","0.877384758172631","0.350877192982456"
"2023-2024",419,"Conroy","Grade","Grade K","n<11","n<11","n<11"
"2023-2024",419,"Conroy","Has 504 Plan","No","199","0.880938171401289","0.346733668341709"
"2023-2024",419,"Conroy","Homelessness Status","Experiencing Homelessness","17","0.828465928163813","0.647058823529412"
"2023-2024",419,"Conroy","Homelessness Status","Not Experiencing Homelessness","182","0.886057708053581","0.318681318681319"
"2023-2024",419,"Conroy","IEP Status","IEP","199","0.880938171401289","0.346733668341709"
"2023-2024",419,"Conroy","Race","African American","127","0.861504198951422","0.393700787401575"
"2023-2024",419,"Conroy","Race","American Indian","n<11","n<11","n<11"
"2023-2024",419,"Conroy","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",419,"Conroy","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",419,"Conroy","Race","Multi-Racial","13","0.901421800947867","0.384615384615385"
"2023-2024",419,"Conroy","Race","White","54","0.927570854598762","0.222222222222222"
"2023-2024",419,"Conroy",,"Total","199","0.880938171401289","0.346733668341709"
"2023-2024",161,"Dilworth PreK-5","Economically Disadvantaged","Econ. Disadv.","236","0.936494252873563","0.156779661016949"
"2023-2024",161,"Dilworth PreK-5","Economically Disadvantaged","Not Econ. Disadv.","166","0.955304831095785","0.0180722891566265"
"2023-2024",161,"Dilworth PreK-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",161,"Dilworth PreK-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",161,"Dilworth PreK-5","Foster Care Status","Not In Foster Care","402","0.944338187047146","0.0995024875621891"
"2023-2024",161,"Dilworth PreK-5","Gender","Female","206","0.943432536455792","0.111650485436893"
"2023-2024",161,"Dilworth PreK-5","Gender","Male","196","0.945300129552325","0.086734693877551"
"2023-2024",161,"Dilworth PreK-5","Grade","Grade 01","67","0.947306889352818","0.0895522388059701"
"2023-2024",161,"Dilworth PreK-5","Grade","Grade 02","69","0.949884792626728","0.072463768115942"
"2023-2024",161,"Dilworth PreK-5","Grade","Grade 03","63","0.947874404656906","0.0952380952380952"
"2023-2024",161,"Dilworth PreK-5","Grade","Grade 04","60","0.942117647058824","0.116666666666667"
"2023-2024",161,"Dilworth PreK-5","Grade","Grade 05","69","0.935299403643493","0.144927536231884"
"2023-2024",161,"Dilworth PreK-5","Grade","Grade K","74","0.943675740712889","0.0810810810810811"
"2023-2024",161,"Dilworth PreK-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",161,"Dilworth PreK-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",161,"Dilworth PreK-5","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",161,"Dilworth PreK-5","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",161,"Dilworth PreK-5","IEP Status","Gifted","34","0.951470588235294","0"
"2023-2024",161,"Dilworth PreK-5","IEP Status","IEP","74","0.940134907251265","0.148648648648649"
"2023-2024",161,"Dilworth PreK-5","IEP Status","Not IEP or Gifted","294","0.944551398128205","0.0986394557823129"
"2023-2024",161,"Dilworth PreK-5","Race","African American","229","0.943338249754179","0.122270742358079"
"2023-2024",161,"Dilworth PreK-5","Race","American Indian","n<11","n<11","n<11"
"2023-2024",161,"Dilworth PreK-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",161,"Dilworth PreK-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",161,"Dilworth PreK-5","Race","Multi-Racial","43","0.937185929648241","0.116279069767442"
"2023-2024",161,"Dilworth PreK-5","Race","White","114","0.946798654118106","0.0614035087719298"
"2023-2024",161,"Dilworth PreK-5",,"Total","402","0.944338187047146","0.0995024875621891"
"2023-2024",142,"Faison K-5","Economically Disadvantaged","Econ. Disadv.","379","0.879835390946502","0.490765171503958"
"2023-2024",142,"Faison K-5","Economically Disadvantaged","Not Econ. Disadv.","13","0.89726443768997","0.615384615384615"
"2023-2024",142,"Faison K-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",142,"Faison K-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",142,"Faison K-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",142,"Faison K-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",142,"Faison K-5","Gender","Female","177","0.881519274376417","0.485875706214689"
"2023-2024",142,"Faison K-5","Gender","Male","215","0.879263260104382","0.502325581395349"
"2023-2024",142,"Faison K-5","Grade","Grade 01","72","0.903099425387428","0.430555555555556"
"2023-2024",142,"Faison K-5","Grade","Grade 02","83","0.877856182795699","0.481927710843373"
"2023-2024",142,"Faison K-5","Grade","Grade 03","59","0.883013519406891","0.525423728813559"
"2023-2024",142,"Faison K-5","Grade","Grade 04","45","0.905498523414428","0.4"
"2023-2024",142,"Faison K-5","Grade","Grade 05","72","0.865760550381743","0.597222222222222"
"2023-2024",142,"Faison K-5","Grade","Grade K","61","0.852836879432624","0.508196721311475"
"2023-2024",142,"Faison K-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",142,"Faison K-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",142,"Faison K-5","Homelessness Status","Experiencing Homelessness","52","0.828709288299156","0.75"
"2023-2024",142,"Faison K-5","Homelessness Status","Not Experiencing Homelessness","340","0.88746998268769","0.455882352941176"
"2023-2024",142,"Faison K-5","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",142,"Faison K-5","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",142,"Faison K-5","IEP Status","Not IEP or Gifted","264","0.882509948558672","0.481060606060606"
"2023-2024",142,"Faison K-5","Race","African American","359","0.878985289171343","0.50974930362117"
"2023-2024",142,"Faison K-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",142,"Faison K-5","Race","Multi-Racial","21","0.881606765327696","0.380952380952381"
"2023-2024",142,"Faison K-5","Race","White","n<11","n<11","n<11"
"2023-2024",142,"Faison K-5",,"Total","392","0.88030402092187","0.494897959183673"
"2023-2024",134,"Fulton PreK-5","Economically Disadvantaged","Econ. Disadv.","238","0.907124523411996","0.310924369747899"
"2023-2024",134,"Fulton PreK-5","Economically Disadvantaged","Not Econ. Disadv.","51","0.953948883260419","0.0980392156862745"
"2023-2024",134,"Fulton PreK-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",134,"Fulton PreK-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",134,"Fulton PreK-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",134,"Fulton PreK-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",134,"Fulton PreK-5","Gender","Female","143","0.912066438690767","0.293706293706294"
"2023-2024",134,"Fulton PreK-5","Gender","Male","146","0.918889942682776","0.253424657534247"
"2023-2024",134,"Fulton PreK-5","Grade","Grade 01","52","0.937351965892942","0.211538461538462"
"2023-2024",134,"Fulton PreK-5","Grade","Grade 02","54","0.911635858531894","0.277777777777778"
"2023-2024",134,"Fulton PreK-5","Grade","Grade 03","38","0.918406072106262","0.289473684210526"
"2023-2024",134,"Fulton PreK-5","Grade","Grade 04","51","0.922525597269625","0.196078431372549"
"2023-2024",134,"Fulton PreK-5","Grade","Grade 05","47","0.902137232845894","0.382978723404255"
"2023-2024",134,"Fulton PreK-5","Grade","Grade K","47","0.89983538052425","0.297872340425532"
"2023-2024",134,"Fulton PreK-5","Has 504 Plan","No","289","0.91545631465738","0.273356401384083"
"2023-2024",134,"Fulton PreK-5","Homelessness Status","Experiencing Homelessness","18","0.785876993166287","0.722222222222222"
"2023-2024",134,"Fulton PreK-5","Homelessness Status","Not Experiencing Homelessness","271","0.922847058314025","0.243542435424354"
"2023-2024",134,"Fulton PreK-5","IEP Status","Gifted","15","0.958888888888889","0"
"2023-2024",134,"Fulton PreK-5","IEP Status","IEP","96","0.911027876703917","0.322916666666667"
"2023-2024",134,"Fulton PreK-5","IEP Status","Not IEP or Gifted","178","0.913942807335144","0.269662921348315"
"2023-2024",134,"Fulton PreK-5","Race","African American","216","0.908142479630037","0.305555555555556"
"2023-2024",134,"Fulton PreK-5","Race","American Indian","n<11","n<11","n<11"
"2023-2024",134,"Fulton PreK-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",134,"Fulton PreK-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",134,"Fulton PreK-5","Race","Multi-Racial","24","0.92948717948718","0.166666666666667"
